=0	=0	=0	=0	=0
16	0	1	so	6
16	1	.	let's	5
8.	1	.	go	6
16	1	0	c'-	3
8.	0	.	-mon	6
16	.	.	.	5
!!!OTL:Don't Sleep On It
!!!RTL:It Takes Two
!!!RRD:1988/09/20
!!!RRM:Profile
!!!RC#:1267
!!!BPP:NA
!!!BPD:NA
!!!COC:Rob Base and DJ E-Z Rock
!!!COL:Rob Base
!!!COM:Robert Ginyard
!!!CDT:1967/05/18->2016/01/
!!!ENC:Nathaniel Condit-Schultz
!!!EED:Nathaniel Condit-Schultz
!!!RDT:2014/-2016/
!!!EST:In progress
=1	=1	=1	=1	=1
8	1	4	I	1
16	1	.	wa-	6
16	0	.	-nna	5
8	1	.	rock	6
8	1	.	right	4
4	1	.	now	6
8	1	3	I'm	5
16	0	.	Rob	6
8	1	.	Base	3
=2	=2	=2	=2	=2
16	1	.	and	1
16	0	.	I	6
8	1	.	came	5
16	0	.	to	6
8	1	.	get	4
4	1	.	down	6
8	1	3	I'm	5
8	0	.	not	6
=3	=3	=3	=3	=3
8	1	.	in-	1
16	0	.	-ter-	6
8	1	.	-na-	5
16	0	.	-tion-	6
8	1	.	-ally	4
8.	1	.	known	6
16	.	.	.	5
16	1	3	but	6
8	0	.	I'm	3
8	1	.	known	6
=4	=4	=4	=4	=4
16	0	.	to	1
16	1	.	rock	6
16	0	.	the	5
8	1	.	mi-	6
16	0	.	-cro-	4
8	1	.	-phone	6
16	0	3	be-	5
8	1	.	-cause	6
8	1	.	I	3
8	1	.	get	6
=5	=5	=5	=5	=5
8	1	.	stu-	1
16	0	.	-pid	6
16	0	3	I	5
8	1	.	mean	6
8	1	.	out-	4
8	1	.	-ra-	6
8	0	.	-geous	5
16	1	3	stay	6
16	0	.	a-	3
16	1	.	-way	6
16	0	.	from	5
=6	=6	=6	=6	=6
8	1	.	me	1
8	.	.	.	6
16	1	1	if	5
16	0	.	you're	6
8	1	.	con-	4
8	1	.	-ta-	6
8	0	.	-gious	5
16	1	3	'cause	6
8	0	.	I'm	3
16	0	.	the	6
=7	=7	=7	=7	=7
8	1	.	wi-	1
16	0	.	-nner	6
16	.	.	.	5
16	1	3	no	6
16	0	.	I'm	4
16	1	.	not	6
16	0	.	a	5
8	1	.	lo-	6
16	0	.	-ser	3
16	0	3	to	6
16	1	.	be	5
16	0	.	an	6
8	1	.	M	4
=8	=8	=8	=8	=8
8	1	.	C	1
16	.	.	.	6
16	0	1	is	5
8	1	.	what	6
8	1	.	I	4
8	1	.	choose	6
8	0	.	ah	5
8	1	4	la-	6
8	0	.	-dies	3
=9	=9	=9	=9	=9
8	1	.	love	1
16	0	.	me	6
16	.	.	.	5
8.	1	3	girls	6
16	0	.	a-	4
8	1	.	-dore	6
16	0	.	me	5
16	.	.	.	6
8	1	3	I	3
8	0	.	mean	6
=10	=10	=10	=10	=10
16	1	1	e-	1
16	0	.	-ven	6
16	0	.	the	5
8	1	.	ones	6
16	0	.	who	4
16	1	.	ne-	6
16	0	.	-ver	5
8	1	.	saw	6
8	0	.	me	3
8	1	3	like	6
16	.	.	.	5
16	0	1	the	6
=11	=11	=11	=11	=11
8	1	.	way	1
16	1	.	that	6
16	0	.	I	5
8	1	.	rhyme	6
16	1	1	at	4
16	0	.	a	6
8	1	.	show	5
16	.	.	.	6
16	0	3	the	3
16	1	.	rea-	6
8	0	.	-son	5
8.	1	.	why	6
=12	=12	=12	=12	=12
8	1	.	man	1
16	1	1	I	6
8	0	.	don't	5
8	1	.	know	6
16	0	3	so	4
8	1	.	let's	6
8	1	.	go	5
8	1	0	'cause	6
=1	=1	=1	=1	=1
16	.	.	.	1
16	0	4	my	6
16	1	.	name	5
16	0	.	is	6
16	1	.	Rob	4
16	0	2	I	6
16	1	.	go-	5
16	0	.	-tta	6
8	1	.	real	3
16	1	.	fun-	6
16	0	.	-ky	5
8	1	.	con-	6
16	1	.	-cept	4
16	.	.	.	6
=2	=2	=2	=2	=2
8	.	.	.	1
16	1	3	li-	6
16	0	.	-sten	5
8	1	.	up	6
16	1	1	'cause	4
16	0	.	I'm	6
16	1	.	go-	5
16	0	.	-nna	6
16	1	.	keep	3
16	0	.	you	6
8	1	.	in	5
16	1	.	step	6
16	.	.	.	4
=3	=3	=3	=3	=3
16	.	.	.	1
16	0	3	I	6
16	1	.	got	5
16	0	.	an	6
8	1	.	i-	4
8	1	.	-dea	6
8	.	.	.	5
16	1	3	that	6
16	0	.	I	3
16	1	.	wa-	6
16	0	.	-nna	5
8	1	.	share	6
=4	=4	=4	=4	=4
16	.	.	.	1
16	0	3	you	6
8	1	.	don't	5
16	1	.	like	6
8	0	.	it	4
16	0	1	so	6
8	1	.	what	5
16	.	.	.	6
16	0	1	I	3
8	1	.	don't	6
8	1	.	care	5
=5	=5	=5	=5	=5
16	.	.	.	1
